iter	Passed	Remaining
1703	4213	5677
1704	4215	5674
1705	4218	5672
1706	4220	5669
1707	4222	5666
1708	4224	5663
1709	4226	5660
1710	4229	5657
1711	4231	5655
1712	4234	5652
1713	4236	5649
1714	4238	5646
1715	4240	5643
1716	4242	5640
1717	4244	5637
1718	4246	5634
1719	4249	5632
1720	4251	5629
1721	4253	5627
1722	4256	5624
1723	4258	5621
1724	4260	5618
1725	4263	5616
1726	4265	5614
1727	4267	5611
1728	4269	5608
1729	4271	5605
1730	4274	5602
1731	4276	5599
1732	4278	5597
1733	4281	5594
1734	4283	5592
1735	4285	5589
1736	4288	5586
1737	4290	5583
1738	4292	5580
1739	4294	5578
1740	4297	5575
1741	4299	5572
1742	4301	5570
1743	4303	5567
1744	4305	5564
1745	4307	5561
1746	4310	5558
1747	4312	5555
1748	4314	5553
1749	4317	5551
1750	4320	5548
1751	4322	5546
1752	4325	5544
1753	4328	5542
1754	4330	5539
1755	4332	5536
1756	4334	5533
1757	4336	5530
1758	4339	5528
1759	4341	5525
1760	4344	5523
1761	4346	5521
1762	4349	5518
1763	4351	5515
1764	4353	5512
1765	4355	5509
1766	4357	5507
1767	4360	5504
1768	4362	5501
1769	4364	5499
1770	4366	5496
1771	4368	5493
1772	4371	5490
1773	4373	5488
1774	4376	5486
1775	4379	5483
1776	4381	5481
1777	4383	5478
1778	4386	5475
1779	4388	5473
1780	4391	5471
1781	4393	5468
1782	4396	5466
1783	4398	5464
1784	4401	5462
1785	4403	5459
1786	4406	5457
1787	4409	5454
1788	4411	5451
1789	4413	5448
1790	4415	5446
1791	4417	5443
1792	4419	5440
1793	4422	5437
1794	4424	5435
1795	4426	5432
1796	4429	5429
1797	4431	5427
1798	4433	5424
1799	4435	5421
1800	4438	5418
1801	4440	5416
1802	4442	5413
1803	4445	5411
1804	4448	5409
1805	4450	5406
1806	4452	5403
1807	4455	5401
1808	4457	5398
1809	4459	5396
1810	4462	5393
1811	4464	5390
1812	4466	5387
1813	4468	5385
1814	4471	5382
1815	4473	5380
1816	4475	5377
1817	4478	5374
1818	4480	5371
1819	4482	5369
1820	4484	5366
1821	4487	5363
1822	4489	5361
1823	4491	5358
1824	4494	5355
1825	4496	5352
1826	4498	5349
1827	4500	5346
1828	4502	5344
1829	4505	5342
1830	4507	5339
1831	4509	5336
1832	4511	5333
1833	4513	5330
1834	4516	5328
1835	4518	5325
1836	4521	5323
1837	4523	5320
1838	4525	5317
1839	4527	5314
1840	4529	5311
1841	4531	5309
1842	4534	5307
1843	4537	5304
1844	4539	5301
1845	4541	5299
1846	4543	5296
1847	4545	5292
1848	4547	5289
1849	4549	5287
1850	4552	5285
1851	4554	5282
1852	4556	5279
1853	4558	5276
1854	4560	5273
1855	4562	5270
1856	4565	5268
1857	4568	5266
1858	4570	5264
1859	4573	5261
1860	4575	5259
1861	4577	5256
1862	4580	5253
1863	4583	5251
1864	4585	5249
1865	4588	5247
1866	4590	5244
1867	4592	5241
1868	4594	5238
1869	4596	5235
1870	4599	5233
1871	4601	5231
1872	4603	5228
1873	4606	5225
1874	4608	5222
1875	4610	5219
1876	4612	5217
1877	4615	5214
1878	4618	5212
1879	4621	5210
1880	4623	5208
1881	4626	5206
1882	4629	5204
1883	4632	5202
1884	4634	5200
1885	4637	5198
1886	4640	5196
1887	4643	5194
1888	4646	5192
1889	4649	5191
1890	4652	5189
1891	4655	5186
1892	4658	5184
1893	4661	5182
1894	4664	5180
1895	4666	5178
1896	4669	5176
1897	4672	5175
1898	4675	5172
1899	4678	5171
1900	4681	5169
1901	4684	5166
1902	4686	5164
1903	4689	5162
1904	4692	5160
1905	4694	5157
1906	4697	5156
1907	4699	5153
1908	4702	5151
1909	4705	5148
1910	4708	5146
1911	4711	5145
1912	4713	5142
1913	4716	5140
1914	4719	5138
1915	4722	5136
1916	4725	5134
1917	4728	5132
1918	4730	5130
1919	4733	5128
1920	4736	5126
1921	4739	5124
1922	4742	5122
1923	4745	5119
1924	4748	5117
1925	4750	5115
1926	4754	5114
1927	4757	5112
1928	4760	5110
1929	4762	5108
1930	4765	5106
1931	4768	5104
1932	4771	5102
1933	4774	5100
1934	4777	5098
1935	4780	5096
1936	4783	5094
1937	4785	5092
1938	4787	5088
1939	4790	5087
1940	4794	5085
1941	4797	5083
1942	4800	5081
1943	4802	5079
1944	4806	5077
1945	4809	5076
1946	4812	5074
1947	4815	5072
1948	4818	5070
1949	4821	5068
1950	4824	5066
1951	4827	5065
1952	4830	5062
1953	4833	5061
1954	4837	5059
1955	4839	5057
1956	4843	5056
1957	4846	5054
1958	4848	5051
1959	4851	5049
1960	4855	5048
1961	4857	5045
1962	4860	5043
1963	4863	5041
1964	4866	5039
1965	4868	5037
1966	4871	5034
1967	4874	5033
1968	4877	5031
1969	4880	5029
1970	4883	5027
1971	4886	5025
1972	4889	5023
1973	4892	5021
1974	4894	5018
1975	4897	5016
1976	4901	5015
1977	4903	5013
1978	4906	5011
1979	4909	5009
1980	4912	5006
1981	4915	5004
1982	4918	5002
1983	4921	5000
1984	4924	4998
1985	4926	4996
1986	4929	4994
1987	4932	4992
1988	4936	4990
1989	4938	4988
1990	4941	4986
1991	4944	4984
1992	4948	4982
1993	4950	4980
1994	4953	4978
1995	4956	4976
1996	4959	4974
1997	4962	4972
1998	4965	4970
1999	4968	4968
2000	4971	4966
2001	4974	4964
2002	4977	4962
2003	4980	4960
2004	4982	4957
2005	4985	4955
2006	4988	4953
2007	4991	4951
2008	4994	4949
2009	4997	4947
2010	4999	4945
2011	5002	4942
2012	5005	4940
2013	5008	4938
2014	5011	4937
2015	5014	4935
2016	5017	4933
2017	5020	4931
2018	5023	4928
2019	5026	4926
2020	5029	4924
2021	5032	4923
2022	5035	4921
2023	5038	4919
2024	5041	4917
2025	5044	4915
2026	5047	4913
2027	5050	4911
2028	5053	4909
2029	5056	4907
2030	5060	4905
2031	5062	4902
2032	5065	4900
2033	5068	4898
2034	5071	4896
2035	5074	4894
2036	5077	4892
2037	5080	4890
2038	5083	4888
2039	5086	4886
2040	5089	4884
2041	5092	4882
2042	5094	4880
2043	5096	4877
2044	5099	4874
2045	5102	4873
2046	5105	4871
2047	5108	4868
2048	5112	4867
2049	5115	4865
2050	5118	4863
2051	5121	4861
2052	5124	4859
2053	5127	4857
2054	5129	4855
2055	5132	4853
2056	5135	4851
2057	5138	4849
2058	5141	4847
2059	5145	4845
2060	5148	4843
2061	5151	4841
2062	5154	4840
2063	5158	4838
2064	5160	4835
2065	5164	4834
2066	5167	4832
2067	5170	4830
2068	5174	4829
2069	5177	4827
2070	5180	4825
2071	5183	4823
2072	5186	4821
2073	5189	4819
2074	5192	4817
2075	5196	4816
2076	5200	4814
2077	5202	4812
2078	5205	4810
2079	5208	4808
2080	5211	4806
2081	5215	4804
2082	5218	4802
2083	5221	4800
2084	5224	4798
2085	5227	4796
2086	5230	4794
2087	5233	4792
2088	5237	4790
2089	5240	4788
2090	5243	4786
2091	5246	4785
2092	5249	4783
2093	5252	4781
2094	5255	4779
2095	5258	4777
2096	5260	4774
2097	5264	4772
2098	5268	4771
2099	5270	4768
2100	5273	4766
2101	5275	4763
2102	5277	4760
2103	5280	4758
2104	5284	4756
2105	5286	4754
2106	5289	4752
2107	5292	4749
2108	5294	4747
2109	5297	4745
2110	5300	4743
2111	5303	4740
2112	5306	4738
2113	5309	4736
2114	5312	4734
2115	5315	4732
2116	5317	4730
2117	5320	4727
2118	5323	4725
2119	5327	4724
2120	5330	4722
2121	5333	4720
2122	5336	4718
2123	5339	4716
2124	5342	4714
2125	5345	4711
2126	5348	4709
2127	5351	4707
2128	5354	4705
2129	5357	4703
2130	5360	4701
2131	5363	4699
2132	5366	4697
2133	5370	4695
2134	5373	4694
2135	5376	4691
2136	5379	4689
2137	5382	4687
2138	5384	4685
2139	5388	4683
2140	5390	4680
2141	5393	4678
2142	5396	4676
2143	5399	4674
2144	5402	4672
2145	5405	4669
2146	5408	4667
2147	5411	4665
2148	5415	4664
2149	5418	4662
2150	5421	4660
2151	5424	4658
2152	5427	4656
2153	5431	4654
2154	5434	4652
2155	5438	4651
2156	5441	4649
2157	5444	4646
2158	5447	4645
2159	5450	4643
2160	5453	4641
2161	5456	4639
2162	5459	4636
2163	5463	4635
2164	5466	4632
2165	5469	4630
2166	5471	4628
2167	5474	4626
2168	5478	4624
2169	5481	4622
2170	5484	4620
2171	5486	4617
2172	5490	4615
2173	5493	4614
2174	5495	4611
2175	5498	4608
2176	5501	4607
2177	5504	4604
2178	5508	4603
2179	5511	4601
2180	5514	4599
2181	5517	4596
2182	5520	4594
2183	5523	4592
2184	5526	4590
2185	5529	4588
2186	5532	4586
2187	5535	4584
2188	5539	4582
2189	5542	4580
2190	5545	4578
2191	5548	4576
2192	5551	4574
2193	5554	4572
2194	5557	4570
2195	5560	4567
2196	5563	4565
2197	5566	4563
2198	5569	4561
2199	5572	4559
2200	5575	4557
2201	5578	4554
2202	5581	4552
2203	5584	4550
2204	5587	4548
2205	5590	4546
2206	5593	4544
2207	5596	4541
2208	5599	4539
2209	5602	4537
2210	5605	4535
2211	5608	4533
2212	5611	4531
2213	5614	4529
2214	5617	4526
2215	5620	4524
2216	5623	4522
2217	5626	4520
2218	5629	4518
2219	5632	4516
2220	5636	4514
2221	5639	4512
2222	5642	4510
2223	5645	4507
2224	5647	4505
2225	5650	4503
2226	5654	4501
2227	5657	4499
2228	5659	4496
2229	5662	4494
2230	5665	4492
2231	5668	4490
2232	5672	4488
2233	5675	4486
2234	5678	4484
2235	5680	4481
2236	5684	4480
2237	5687	4477
2238	5690	4475
2239	5693	4473
2240	5696	4471
2241	5699	4469
2242	5702	4467
2243	5705	4464
2244	5708	4462
2245	5711	4460
2246	5715	4458
2247	5718	4456
2248	5721	4454
2249	5724	4452
2250	5728	4450
2251	5731	4448
2252	5734	4446
2253	5737	4444
2254	5741	4442
2255	5743	4440
2256	5746	4438
2257	5748	4435
2258	5751	4432
2259	5754	4430
2260	5757	4428
2261	5760	4426
2262	5763	4423
2263	5766	4421
2264	5769	4419
2265	5772	4417
2266	5775	4414
2267	5778	4413
2268	5781	4410
2269	5784	4408
2270	5787	4406
2271	5790	4403
2272	5793	4401
2273	5795	4399
2274	5798	4396
2275	5801	4394
2276	5804	4392
2277	5807	4389
2278	5810	4387
2279	5813	4385
2280	5816	4383
2281	5818	4380
2282	5821	4378
2283	5824	4376
2284	5827	4373
2285	5830	4371
2286	5833	4369
2287	5836	4366
2288	5839	4364
2289	5842	4362
2290	5845	4360
2291	5847	4357
2292	5850	4355
2293	5853	4353
2294	5856	4351
2295	5859	4348
2296	5861	4345
2297	5864	4343
2298	5867	4341
2299	5870	4339
2300	5873	4337
2301	5877	4335
2302	5880	4332
2303	5882	4330
2304	5885	4328
2305	5888	4325
2306	5891	4323
2307	5895	4321
2308	5897	4319
2309	5900	4316
2310	5903	4314
2311	5906	4312
2312	5909	4310
2313	5912	4307
2314	5915	4305
2315	5918	4303
2316	5921	4301
2317	5924	4298
2318	5927	4296
2319	5930	4294
2320	5932	4291
2321	5935	4289
2322	5938	4287
2323	5942	4285
2324	5945	4283
2325	5947	4280
2326	5951	4278
2327	5954	4276
2328	5957	4274
2329	5960	4272
2330	5963	4270
2331	5966	4267
2332	5969	4265
2333	5972	4263
2334	5975	4260
2335	5978	4258
2336	5982	4256
2337	5985	4255
2338	5988	4252
2339	5991	4250
2340	5995	4248
2341	5998	4246
2342	6001	4244
2343	6004	4242
2344	6007	4239
2345	6010	4237
2346	6013	4235
2347	6017	4233
2348	6020	4231
2349	6023	4229
2350	6026	4226
2351	6028	4224
2352	6031	4221
2353	6034	4219
2354	6036	4216
2355	6038	4213
2356	6040	4210
2357	6043	4208
2358	6046	4206
2359	6049	4203
2360	6051	4201
2361	6053	4198
2362	6056	4195
2363	6058	4193
2364	6061	4190
2365	6064	4188
2366	6067	4185
2367	6069	4182
2368	6071	4180
2369	6074	4177
2370	6076	4174
2371	6078	4172
2372	6081	4169
2373	6083	4166
2374	6086	4164
2375	6088	4161
2376	6090	4158
2377	6092	4155
2378	6095	4153
2379	6097	4150
2380	6099	4147
2381	6101	4144
2382	6104	4142
2383	6106	4139
2384	6108	4136
2385	6111	4134
2386	6114	4131
2387	6116	4128
2388	6117	4125
2389	6119	4122
2390	6121	4119
2391	6124	4116
2392	6126	4114
2393	6129	4111
2394	6131	4108
2395	6133	4106
2396	6136	4103
2397	6138	4101
2398	6141	4098
2399	6143	4095
2400	6145	4093
2401	6148	4090
2402	6150	4087
2403	6152	4084
2404	6155	4082
2405	6158	4079
2406	6160	4077
2407	6162	4074
2408	6165	4071
2409	6167	4068
2410	6169	4065
2411	6171	4063
2412	6173	4060
2413	6176	4057
2414	6178	4055
2415	6179	4051
2416	6182	4049
2417	6184	4046
2418	6186	4043
2419	6189	4040
2420	6191	4038
2421	6193	4035
2422	6196	4032
2423	6198	4029
2424	6200	4027
2425	6202	4024
2426	6205	4021
2427	6207	4019
2428	6209	4016
2429	6212	4013
2430	6214	4011
2431	6217	4008
2432	6219	4005
2433	6222	4003
2434	6224	4000
2435	6227	3998
2436	6229	3995
2437	6231	3992
2438	6233	3989
2439	6235	3986
2440	6237	3983
2441	6239	3981
2442	6241	3978
2443	6244	3975
2444	6246	3972
2445	6249	3970
2446	6250	3967
2447	6254	3965
2448	6256	3962
2449	6259	3959
2450	6261	3957
2451	6263	3954
2452	6266	3952
2453	6269	3949
2454	6271	3946
2455	6273	3944
2456	6275	3941
2457	6277	3938
2458	6280	3935
2459	6282	3933
2460	6285	3930
2461	6287	3927
2462	6289	3925
2463	6292	3922
2464	6294	3919
2465	6296	3916
2466	6299	3914
2467	6302	3912
2468	6305	3909
2469	6307	3906
2470	6309	3904
2471	6311	3901
2472	6313	3898
2473	6316	3896
2474	6318	3893
2475	6320	3890
2476	6323	3887
2477	6325	3884
2478	6327	3882
2479	6329	3879
2480	6331	3876
2481	6334	3874
2482	6336	3871
2483	6338	3868
2484	6340	3865
2485	6342	3862
2486	6344	3859
2487	6346	3857
2488	6349	3854
2489	6351	3851
2490	6354	3849
2491	6356	3846
2492	6358	3843
2493	6360	3840
2494	6362	3838
2495	6365	3835
2496	6367	3832
2497	6369	3830
2498	6371	3827
2499	6373	3824
2500	6376	3821
2501	6378	3818
2502	6380	3816
2503	6383	3813
2504	6385	3810
2505	6387	3808
2506	6389	3805
2507	6392	3802
2508	6393	3799
2509	6396	3797
2510	6399	3794
2511	6401	3791
2512	6403	3789
2513	6405	3786
2514	6407	3783
2515	6409	3780
2516	6411	3777
2517	6414	3775
2518	6416	3772
2519	6418	3769
2520	6421	3767
2521	6423	3764
2522	6425	3761
2523	6427	3758
2524	6429	3756
2525	6431	3753
2526	6433	3750
2527	6435	3747
2528	6438	3744
2529	6440	3741
2530	6442	3739
2531	6444	3736
2532	6447	3733
2533	6449	3731
2534	6451	3728
2535	6453	3725
2536	6455	3722
2537	6457	3719
2538	6459	3716
2539	6462	3714
2540	6464	3711
2541	6466	3709
2542	6468	3706
2543	6470	3703
2544	6473	3700
2545	6475	3698
2546	6477	3695
2547	6480	3692
2548	6482	3689
2549	6484	3687
2550	6485	3684
2551	6488	3681
2552	6490	3678
2553	6492	3676
2554	6495	3673
2555	6497	3670
2556	6499	3668
2557	6501	3665
2558	6504	3662
2559	6506	3659
2560	6508	3657
2561	6511	3654
2562	6513	3651
2563	6515	3648
2564	6517	3646
2565	6519	3643
2566	6521	3640
2567	6524	3638
2568	6526	3635
2569	6529	3632
2570	6531	3630
2571	6533	3627
2572	6535	3624
2573	6538	3622
2574	6540	3619
2575	6542	3616
2576	6545	3614
2577	6547	3611
2578	6549	3608
2579	6551	3606
2580	6554	3603
2581	6556	3600
2582	6558	3598
2583	6560	3595
2584	6562	3592
2585	6564	3589
2586	6567	3586
2587	6569	3584
2588	6571	3581
2589	6574	3578
2590	6576	3576
2591	6579	3573
2592	6581	3571
2593	6583	3568
2594	6585	3565
2595	6588	3563
2596	6591	3560
2597	6593	3558
2598	6595	3555
2599	6597	3552
2600	6599	3549
2601	6601	3546
2602	6604	3544
2603	6606	3541
2604	6608	3538
2605	6610	3536
2606	6613	3533
2607	6615	3530
2608	6617	3528
2609	6620	3525
2610	6622	3523
2611	6624	3520
2612	6627	3517
2613	6629	3515
2614	6631	3512
2615	6634	3509
2616	6636	3507
2617	6639	3504
2618	6641	3501
2619	6643	3499
2620	6645	3496
2621	6647	3493
2622	6650	3491
2623	6653	3488
2624	6655	3486
2625	6657	3483
2626	6660	3480
2627	6662	3478
2628	6665	3475
2629	6667	3472
2630	6669	3470
2631	6671	3467
2632	6673	3464
2633	6676	3462
2634	6678	3459
2635	6680	3456
2636	6682	3454
2637	6684	3451
2638	6686	3448
2639	6689	3445
2640	6691	3443
2641	6693	3440
2642	6696	3438
2643	6698	3435
2644	6700	3432
2645	6703	3430
2646	6705	3427
2647	6708	3424
2648	6710	3422
2649	6712	3419
2650	6714	3416
2651	6717	3414
2652	6719	3411
2653	6721	3408
2654	6724	3406
2655	6726	3403
2656	6728	3401
2657	6731	3398
2658	6733	3395
2659	6735	3393
2660	6738	3390
2661	6740	3387
2662	6742	3385
2663	6744	3382
2664	6747	3379
2665	6749	3377
2666	6750	3374
2667	6752	3371
2668	6755	3368
2669	6758	3366
2670	6761	3364
2671	6763	3361
2672	6765	3358
2673	6768	3356
2674	6770	3353
2675	6773	3351
2676	6775	3348
2677	6777	3345
2678	6780	3343
2679	6782	3340
2680	6785	3338
2681	6788	3335
2682	6790	3333
2683	6792	3330
2684	6794	3327
2685	6796	3325
2686	6799	3322
2687	6801	3319
2688	6804	3317
2689	6806	3314
2690	6809	3312
2691	6811	3309
2692	6813	3306
2693	6816	3304
2694	6818	3301
2695	6821	3299
2696	6823	3296
2697	6825	3294
2698	6828	3291
2699	6830	3288
2700	6832	3286
2701	6835	3283
2702	6837	3280
2703	6839	3278
2704	6842	3275
2705	6844	3273
2706	6847	3270
2707	6849	3268
2708	6851	3265
2709	6854	3262
2710	6856	3260
2711	6858	3257
2712	6860	3254
2713	6862	3251
2714	6865	3249
2715	6868	3246
2716	6870	3244
2717	6872	3241
2718	6874	3238
2719	6876	3235
2720	6878	3233
2721	6881	3230
2722	6884	3228
2723	6886	3225
2724	6889	3223
2725	6890	3220
2726	6893	3217
2727	6895	3215
2728	6897	3212
2729	6899	3209
2730	6901	3206
2731	6903	3204
2732	6905	3201
2733	6907	3198
2734	6909	3195
2735	6911	3193
2736	6913	3190
2737	6916	3187
2738	6918	3185
2739	6920	3182
2740	6922	3179
2741	6924	3177
2742	6926	3174
2743	6929	3171
2744	6931	3169
2745	6934	3166
2746	6936	3163
2747	6938	3161
2748	6940	3158
2749	6942	3155
2750	6944	3152
2751	6946	3150
2752	6949	3147
2753	6951	3144
2754	6953	3142
2755	6955	3139
2756	6957	3136
2757	6959	3134
2758	6961	3131
2759	6964	3128
2760	6966	3126
2761	6968	3123
2762	6970	3120
2763	6972	3118
2764	6974	3115
2765	6976	3112
2766	6978	3109
2767	6980	3107
2768	6982	3104
2769	6984	3101
2770	6987	3098
2771	6988	3095
2772	6990	3093
2773	6992	3090
2774	6995	3087
2775	6997	3085
2776	6999	3082
2777	7002	3080
2778	7004	3077
2779	7006	3074
2780	7009	3072
2781	7011	3069
2782	7013	3067
2783	7016	3064
2784	7018	3061
2785	7020	3059
2786	7022	3056
2787	7024	3053
2788	7027	3051
2789	7030	3048
2790	7032	3046
2791	7034	3043
2792	7036	3040
2793	7039	3038
2794	7041	3035
2795	7044	3033
2796	7046	3030
2797	7048	3027
2798	7050	3025
2799	7052	3022
2800	7054	3019
2801	7056	3017
2802	7059	3014
2803	7061	3012
2804	7063	3009
2805	7065	3006
2806	7067	3003
2807	7069	3001
2808	7072	2998
2809	7075	2996
2810	7077	2993
2811	7079	2990
2812	7081	2988
2813	7083	2985
2814	7086	2982
2815	7088	2980
2816	7091	2977
2817	7093	2975
2818	7095	2972
2819	7097	2969
2820	7099	2967
2821	7101	2964
2822	7103	2961
2823	7105	2959
2824	7108	2956
2825	7110	2953
2826	7112	2951
2827	7114	2948
2828	7116	2945
2829	7119	2943
2830	7121	2940
2831	7124	2938
2832	7126	2935
2833	7128	2932
2834	7130	2930
2835	7132	2927
2836	7134	2924
2837	7136	2922
2838	7139	2919
2839	7141	2916
2840	7143	2914
2841	7146	2911
2842	7148	2909
2843	7150	2906
2844	7152	2903
2845	7154	2901
2846	7157	2898
2847	7159	2895
2848	7161	2893
2849	7163	2890
2850	7165	2887
2851	7167	2885
2852	7170	2882
2853	7172	2880
2854	7174	2877
2855	7176	2874
2856	7178	2872
2857	7180	2869
2858	7182	2866
2859	7185	2864
2860	7187	2861
2861	7189	2858
2862	7191	2855
2863	7193	2853
2864	7195	2850
2865	7197	2847
2866	7199	2845
2867	7201	2842
2868	7203	2839
2869	7205	2837
2870	7207	2834
2871	7209	2831
2872	7211	2829
2873	7213	2826
2874	7216	2823
2875	7218	2821
2876	7220	2818
2877	7222	2815
2878	7225	2813
2879	7227	2810
2880	7229	2808
2881	7231	2805
2882	7234	2802
2883	7236	2800
2884	7238	2797
2885	7240	2794
2886	7243	2792
2887	7245	2789
2888	7247	2787
2889	7249	2784
2890	7252	2781
2891	7253	2778
2892	7255	2776
2893	7257	2773
2894	7259	2770
2895	7261	2768
2896	7263	2765
2897	7266	2763
2898	7268	2760
2899	7271	2758
2900	7273	2755
2901	7275	2752
2902	7277	2750
2903	7279	2747
2904	7282	2744
2905	7284	2742
2906	7286	2739
2907	7288	2737
2908	7291	2734
2909	7293	2731
2910	7295	2729
2911	7297	2726
2912	7300	2724
2913	7302	2721
2914	7304	2718
2915	7306	2716
2916	7308	2713
2917	7311	2710
2918	7313	2708
2919	7315	2705
2920	7317	2703
2921	7319	2700
2922	7321	2697
2923	7323	2695
2924	7326	2692
2925	7328	2689
2926	7330	2687
2927	7332	2684
2928	7334	2681
2929	7336	2679
2930	7339	2676
2931	7341	2674
2932	7343	2671
2933	7346	2669
2934	7348	2666
2935	7349	2663
2936	7351	2660
2937	7353	2658
2938	7355	2655
2939	7357	2652
2940	7359	2650
2941	7362	2647
2942	7364	2644
2943	7366	2642
2944	7368	2639
2945	7370	2637
2946	7372	2634
2947	7375	2631
2948	7377	2629
2949	7379	2626
2950	7381	2623
2951	7383	2621
2952	7385	2618
2953	7388	2616
2954	7390	2613
2955	7392	2610
2956	7395	2608
2957	7397	2605
2958	7399	2603
2959	7401	2600
2960	7403	2597
2961	7405	2595
2962	7407	2592
2963	7410	2590
2964	7412	2587
2965	7414	2584
2966	7416	2582
2967	7418	2579
2968	7420	2576
2969	7422	2574
2970	7425	2571
2971	7427	2569
2972	7429	2566
2973	7431	2563
2974	7434	2561
2975	7436	2558
2976	7438	2556
2977	7440	2553
2978	7443	2551
2979	7445	2548
2980	7447	2545
2981	7449	2543
2982	7451	2540
2983	7454	2537
2984	7456	2535
2985	7459	2533
2986	7461	2530
2987	7463	2527
2988	7465	2525
2989	7467	2522
2990	7469	2519
2991	7471	2517
2992	7473	2514
2993	7476	2512
2994	7478	2509
2995	7480	2506
2996	7482	2504
2997	7484	2501
2998	7486	2498
2999	7488	2496
3000	7491	2493
3001	7493	2491
3002	7495	2488
3003	7497	2485
3004	7499	2483
3005	7501	2480
3006	7503	2477
3007	7506	2475
3008	7508	2472
3009	7510	2470
3010	7512	2467
3011	7514	2465
3012	7517	2462
3013	7519	2459
3014	7522	2457
3015	7524	2454
3016	7526	2452
3017	7528	2449
3018	7531	2447
3019	7533	2444
3020	7535	2442
3021	7538	2439
3022	7541	2437
3023	7543	2434
3024	7546	2432
3025	7548	2429
3026	7550	2427
3027	7552	2424
3028	7555	2421
3029	7557	2419
3030	7559	2416
3031	7561	2414
3032	7563	2411
3033	7565	2408
3034	7568	2406
3035	7570	2403
3036	7572	2401
3037	7574	2398
3038	7576	2395
3039	7578	2393
3040	7581	2390
3041	7583	2388
3042	7585	2385
3043	7588	2383
3044	7590	2380
3045	7592	2377
3046	7594	2375
3047	7596	2372
3048	7598	2370
3049	7601	2367
3050	7603	2365
3051	7605	2362
3052	7607	2359
3053	7609	2357
3054	7611	2354
3055	7613	2351
3056	7616	2349
3057	7618	2346
3058	7620	2344
3059	7622	2341
3060	7625	2339
3061	7626	2336
3062	7628	2333
3063	7631	2331
3064	7633	2328
3065	7636	2326
3066	7638	2323
3067	7640	2321
3068	7642	2318
3069	7645	2316
3070	7648	2313
3071	7650	2311
3072	7652	2308
3073	7654	2305
3074	7656	2303
3075	7659	2300
3076	7661	2298
3077	7663	2295
3078	7665	2292
3079	7667	2290
3080	7669	2287
3081	7672	2285
3082	7674	2282
3083	7676	2280
3084	7678	2277
3085	7681	2274
3086	7683	2272
3087	7685	2269
3088	7687	2267
3089	7690	2264
3090	7691	2262
3091	7694	2259
3092	7696	2256
3093	7698	2254
3094	7700	2251
3095	7702	2249
3096	7704	2246
3097	7707	2243
3098	7709	2241
3099	7711	2238
3100	7713	2236
3101	7716	2233
3102	7718	2231
3103	7720	2228
3104	7722	2226
3105	7724	2223
3106	7726	2220
3107	7729	2218
3108	7731	2215
3109	7733	2213
3110	7735	2210
3111	7737	2207
3112	7739	2205
3113	7742	2202
3114	7744	2200
3115	7746	2197
3116	7748	2195
3117	7751	2192
3118	7753	2190
3119	7755	2187
3120	7758	2185
3121	7760	2182
3122	7762	2179
3123	7764	2177
3124	7766	2174
3125	7768	2172
3126	7770	2169
3127	7773	2167
3128	7775	2164
3129	7778	2162
3130	7780	2159
3131	7782	2156
3132	7784	2154
3133	7786	2151
3134	7788	2148
3135	7790	2146
3136	7793	2143
3137	7795	2141
3138	7797	2138
3139	7799	2136
3140	7801	2133
3141	7803	2130
3142	7805	2128
3143	7808	2125
3144	7810	2123
3145	7812	2120
3146	7814	2118
3147	7816	2115
3148	7818	2113
3149	7821	2110
3150	7823	2107
3151	7825	2105
3152	7827	2102
3153	7829	2100
3154	7831	2097
3155	7833	2094
3156	7835	2092
3157	7838	2089
3158	7840	2087
3159	7842	2084
3160	7844	2082
3161	7846	2079
3162	7849	2077
3163	7851	2074
3164	7852	2071
3165	7854	2069
3166	7856	2066
3167	7858	2063
3168	7860	2061
3169	7863	2058
3170	7865	2056
3171	7867	2053
3172	7870	2051
3173	7872	2048
3174	7874	2046
3175	7876	2043
3176	7879	2041
3177	7881	2038
3178	7883	2035
3179	7886	2033
3180	7888	2031
3181	7890	2028
3182	7892	2025
3183	7894	2023
3184	7896	2020
3185	7898	2018
3186	7900	2015
3187	7902	2012
3188	7905	2010
3189	7907	2007
3190	7909	2005
3191	7911	2002
3192	7913	2000
3193	7915	1997
3194	7918	1995
3195	7920	1992
3196	7923	1990
3197	7925	1987
3198	7927	1984
3199	7929	1982
3200	7930	1979
3201	7933	1977
3202	7935	1974
3203	7938	1972
3204	7940	1969
3205	7942	1967
3206	7944	1964
3207	7947	1962
3208	7950	1959
3209	7952	1957
3210	7956	1954
3211	7959	1952
3212	7961	1950
3213	7964	1947
3214	7966	1945
3215	7968	1942
3216	7971	1940
3217	7973	1937
3218	7975	1935
3219	7977	1932
3220	7979	1929
3221	7982	1927
3222	7984	1924
3223	7986	1922
3224	7988	1919
3225	7991	1917
3226	7993	1914
3227	7995	1912
3228	7997	1909
3229	7999	1907
3230	8001	1904
3231	8003	1901
3232	8006	1899
3233	8008	1896
3234	8010	1894
3235	8012	1891
3236	8014	1889
3237	8016	1886
3238	8018	1883
3239	8020	1881
3240	8022	1878
3241	8025	1876
3242	8027	1873
3243	8029	1871
3244	8031	1868
3245	8033	1866
3246	8035	1863
3247	8037	1860
3248	8039	1858
3249	8041	1855
3250	8043	1853
3251	8045	1850
3252	8047	1848
3253	8049	1845
3254	8052	1842
3255	8054	1840
3256	8056	1837
